sender,sender_type,sender_id,timestamp,meta,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,age,gender
trial,html.Screen,10_515_0,2024-07-09T00:36:05.978Z,,5,-0.021769889,0.041087092,,0.05,FALSE,hl,3312.6,response,0.857945126,0.884014411,-1.068611378,-0.963317297,1.097712791,-1.122485674,high,low,ISIC_0072173.JPG,9,ISIC_0067172.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,3090607.5,3090607.3,3087278.864,3087286.7,3087294.7,3090626.2,5,600,36,,,
break,html.Screen,10_515_1,2024-07-09T00:36:05.978Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3090608,3090607.8,,3090607.6,,3090626.2,5,600,,,,
break_continue,html.Screen,10_515_2,2024-07-09T00:36:05.979Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3090608.3,3090608.2,,3090608.1,,3090626.2,5,600,,,,
sequence,flow.Sequence,10_515,2024-07-09T00:36:05.979Z,,,,,,,,,3313.5,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3090608.4,3090608.2,3087278.864,3087286.7,3087294.7,3090626.2,5,600,,,,
trial,html.Screen,10_516_0,2024-07-09T00:36:11.569Z,,5,-0.04565158,0.027356713,,0.05,FALSE,lh,5572.8,response,-0.991146183,0.884014411,-1.068611378,0.994963982,1.097712791,-1.122485674,low,high,ISIC_0068610.JPG,9,ISIC_6342224.JPG,33,26,FALSE,0.31,hl,keypress(j),0,FALSE,3096199.1,3096199,3090609.05,3090608.4,3090626.2,3096207.54,5,600,37,,,
break,html.Screen,10_516_1,2024-07-09T00:36:11.570Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3096199.7,3096199.6,,3096199.3,,3096207.54,5,600,,,,
break_continue,html.Screen,10_516_2,2024-07-09T00:36:11.570Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3096200,3096199.9,,3096199.7,,3096207.54,5,600,,,,
sequence,flow.Sequence,10_516,2024-07-09T00:36:11.570Z,,,,,,,,,5573.7,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3096200,3096199.9,3090609.05,3090608.4,3090626.2,3096207.54,5,600,,,,
trial,html.Screen,10_517_0,2024-07-09T00:36:17.253Z,,5,-0.008552098,0.046469116,,0.05,FALSE,lh,5675.56,response,-0.865516731,0.884014411,-1.068611378,0.929858042,1.097712791,-1.122485674,low,high,ISIC_0758797.JPG,9,ISIC_4603706.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,3101883.2,3101883.1,3096207.54,3096200,3096207.54,3101899.3,5,600,38,,,
break,html.Screen,10_517_1,2024-07-09T00:36:17.254Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3101883.9,3101883.7,,3101883.4,,3101899.3,5,600,,,,
break_continue,html.Screen,10_517_2,2024-07-09T00:36:17.255Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3101884.3,3101884.1,,3101884,,3101899.3,5,600,,,,
sequence,flow.Sequence,10_517,2024-07-09T00:36:17.255Z,,,,,,,,,5676.56,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3101884.4,3101884.1,3096207.54,3096200,3096207.54,3101899.3,5,600,,,,
trial,html.Screen,10_518_0,2024-07-09T00:36:29.061Z,,5,4.79192E-05,0.046265294,,0.05,FALSE,lh,11790.9,response,-1.026446399,0.884014411,-1.068611378,1.280405483,1.097712791,-1.122485674,low,high,ISIC_0011507.JPG,9,ISIC_7889838.JPG,33,26,FALSE,0.31,hl,keypress(j),0,FALSE,3113690.4,3113690.2,3101883.616,3101884.4,3101899.3,3113706.5,5,600,39,,,
break,html.Screen,10_518_1,2024-07-09T00:36:29.061Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3113691.1,3113690.9,,3113690.6,,3113706.5,5,600,,,,
break_continue,html.Screen,10_518_2,2024-07-09T00:36:29.062Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3113691.5,3113691.4,,3113691.2,,3113706.5,5,600,,,,
sequence,flow.Sequence,10_518,2024-07-09T00:36:29.062Z,,,,,,,,,11792.1,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3113691.7,3113691.4,3101883.616,3101884.4,3101899.3,3113706.5,5,600,,,,
trial,html.Screen,10_519_0,2024-07-09T00:36:34.754Z,,5,-0.036343708,-0.033333219,,0.05,TRUE,hl,5676.5,response,0.730604709,0.884014411,-1.068611378,-0.972554831,1.097712791,-1.122485674,high,low,ISIC_3314555.JPG,9,ISIC_0065469.JPG,33,29,FALSE,0.2,hl,keypress(j),0,FALSE,3119383.2,3119383,3113691.228,3113691.7,3113706.5,3119384.9,5,600,40,,,
break,html.Screen,10_519_1,2024-07-09T00:36:34.754Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3119383.9,3119383.7,,3119383.4,,3119384.9,5,600,,,,
break_continue,html.Screen,10_519_2,2024-07-09T00:36:34.755Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3119384.2,3119384.2,,3119384,,3119384.9,5,600,,,,
sequence,flow.Sequence,10_519,2024-07-09T00:36:34.755Z,,,,,,,,,5677.7,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3119384.3,3119384.2,3113691.228,3113691.7,3113706.5,3119384.9,5,600,,,,
trial,html.Screen,10_520_0,2024-07-09T00:36:37.204Z,,5,-0.03972838,0.022870113,,0.05,TRUE,hh,2448.4,response,0.884239628,0.884014411,-1.068611378,1.067659282,1.097712791,-1.122485674,high,high,ISIC_0054073.JPG,8,ISIC_0029182.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,3121833.6,3121833.3,3119372.94,3119384.4,3119384.9,3121849.6,5,600,41,,,
break,html.Screen,10_520_1,2024-07-09T00:36:37.205Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3121834.3,3121834.1,,3121833.7,,3121849.6,5,600,,,,
break_continue,html.Screen,10_520_2,2024-07-09T00:36:37.205Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3121834.6,3121834.5,,3121834.4,,3121849.6,5,600,,,,
sequence,flow.Sequence,10_520,2024-07-09T00:36:37.205Z,,,,,,,,,2449.6,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3121834.8,3121834.5,3119372.94,3119384.4,3119384.9,3121849.6,5,600,,,,
trial,html.Screen,10_521_0,2024-07-09T00:36:39.270Z,,5,0,0.026454497,,0.05,TRUE,hh,2049.5,response,0.830781172,0.884014411,-1.068611378,1.098625259,1.097712791,-1.122485674,high,high,ISIC_0056991.JPG,10,ISIC_8257549.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,3123899.2,3123899.1,3121835.036,3121834.8,3121849.6,3123914.5,5,600,42,,,
break,html.Screen,10_521_1,2024-07-09T00:36:39.270Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3123899.7,3123899.6,,3123899.3,,3123914.5,5,600,,,,
break_continue,html.Screen,10_521_2,2024-07-09T00:36:39.270Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3123899.9,3123899.9,,3123899.8,,3123914.5,5,600,,,,
sequence,flow.Sequence,10_521,2024-07-09T00:36:39.270Z,,,,,,,,,2050.3,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3123900.1,3123899.9,3121835.036,3121834.8,3121849.6,3123914.5,5,600,,,,
trial,html.Screen,10_522_0,2024-07-09T00:36:41.115Z,,5,0.034823437,-0.02368663,,0.05,TRUE,hh,1830.3,response,0.960707763,0.884014411,-1.068611378,1.068260834,1.097712791,-1.122485674,high,high,ISIC_0011099.JPG,10,ISIC_0064763.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,3125744.9,3125744.8,3123898.258,3123900.2,3123914.5,3125763.7,5,600,43,,,
break,html.Screen,10_522_1,2024-07-09T00:36:41.116Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3125745.5,3125745.4,,3125745.1,,3125763.7,5,600,,,,
break_continue,html.Screen,10_522_2,2024-07-09T00:36:41.116Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3125745.8,3125745.7,,3125745.6,,3125763.7,5,600,,,,
sequence,flow.Sequence,10_522,2024-07-09T00:36:41.116Z,,,,,,,,,1831.2,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3125745.9,3125745.7,3123898.258,3123900.1,3123914.5,3125763.7,5,600,,,,
trial,html.Screen,10_523_0,2024-07-09T00:36:42.884Z,,5,0.00511897,-0.039662591,,0.05,TRUE,ll,1750.2,response,-1.05255323,0.884014411,-1.068611378,-1.162898251,1.097712791,-1.122485674,low,low,ISIC_9742891.JPG,9,ISIC_0033428.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,3127514.1,3127513.9,3125747.894,3125745.9,3125763.7,3127528.1,5,600,44,,,
break,html.Screen,10_523_1,2024-07-09T00:36:42.885Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3127514.7,3127514.5,,3127514.2,,3127528.1,5,600,,,,
break_continue,html.Screen,10_523_2,2024-07-09T00:36:42.885Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3127514.8,3127514.8,,3127514.7,,3127528.1,5,600,,,,
sequence,flow.Sequence,10_523,2024-07-09T00:36:42.885Z,,,,,,,,,1751.1,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3127514.9,3127514.8,3125747.894,3125745.9,3125763.7,3127528.1,5,600,,,,
trial,html.Screen,10_524_0,2024-07-09T00:36:47.572Z,,5,0,0.026454497,,0.05,TRUE,lh,4673.3,response,-1.002282937,0.884014411,-1.068611378,0.831172697,1.097712791,-1.122485674,low,high,ISIC_0056991.JPG,9,ISIC_0033287.JPG,33,26,FALSE,0.31,lh,keypress(e),0,FALSE,3132201.5,3132201.4,3127513.164,3127515,3127528.1,3132207.7,5,600,45,,,
break,html.Screen,10_524_1,2024-07-09T00:36:47.572Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3132202.1,3132202,,3132201.7,,3132207.7,5,600,,,,
break_continue,html.Screen,10_524_2,2024-07-09T00:36:47.573Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3132202.4,3132202.3,,3132202.2,,3132207.7,5,600,,,,
sequence,flow.Sequence,10_524,2024-07-09T00:36:47.573Z,,,,,,,,,4674.2,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3132202.5,3132202.3,3127513.164,3127515,3127528.1,3132207.7,5,600,,,,
trial,html.Screen,10_525_0,2024-07-09T00:36:49.371Z,,5,-0.006955534,0.031010092,,0.05,TRUE,ll,1792.6,response,-1.152619213,0.884014411,-1.068611378,-1.111787684,1.097712791,-1.122485674,low,low,ISIC_0011177.JPG,8,ISIC_0061915.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,3134000.5,3134000.3,3132191.352,3132202.5,3132207.7,3134006.2,5,600,46,,,
break,html.Screen,10_525_1,2024-07-09T00:36:49.371Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3134001.1,3134000.9,,3134000.6,,3134006.2,5,600,,,,
break_continue,html.Screen,10_525_2,2024-07-09T00:36:49.372Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3134001.4,3134001.2,,3134001.1,,3134006.2,5,600,,,,
sequence,flow.Sequence,10_525,2024-07-09T00:36:49.372Z,,,,,,,,,1793.5,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3134001.5,3134001.2,3132191.352,3132202.5,3132207.7,3134006.2,5,600,,,,
trial,html.Screen,10_526_0,2024-07-09T00:36:51.169Z,,5,-0.005791476,-0.007466791,,0.05,TRUE,ll,1792.1,response,-1.110766058,0.884014411,-1.068611378,-1.031281821,1.097712791,-1.122485674,low,low,ISIC_0058723.JPG,9,ISIC_0069620.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,3135798.5,3135798.3,3133989.7,3134001.5,3134006.2,3135821.5,5,600,47,,,
break,html.Screen,10_526_1,2024-07-09T00:36:51.169Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3135799.1,3135798.9,,3135798.6,,3135821.5,5,600,,,,
break_continue,html.Screen,10_526_2,2024-07-09T00:36:51.170Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3135799.3,3135799.2,,3135799.1,,3135821.5,5,600,,,,
sequence,flow.Sequence,10_526,2024-07-09T00:36:51.170Z,,,,,,,,,1793,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3135799.4,3135799.2,3133989.7,3134001.5,3134006.2,3135821.5,5,600,,,,
trial,html.Screen,10_527_0,2024-07-09T00:36:54.010Z,,5,-0.036343708,-0.033333219,,0.05,FALSE,hl,2818.4,response,0.84874291,0.884014411,-1.068611378,-0.97782578,1.097712791,-1.122485674,high,low,ISIC_3314555.JPG,9,ISIC_4554863.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,3138640.1,3138639.9,3135804.798,3135799.5,3135821.5,3138652.5,5,600,48,,,
break,html.Screen,10_527_1,2024-07-09T00:36:54.011Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3138640.8,3138640.5,,3138640.2,,3138652.5,5,600,,,,
break_continue,html.Screen,10_527_2,2024-07-09T00:36:54.011Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3138641.1,3138641,,3138640.8,,3138652.5,5,600,,,,
sequence,flow.Sequence,10_527,2024-07-09T00:36:54.011Z,,,,,,,,,2819.5,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3138641.1,3138641,3135804.798,3135799.5,3135821.5,3138652.5,5,600,,,,
trial,html.Screen,10_528_0,2024-07-09T00:36:57.348Z,,5,0.034823437,-0.02368663,,0.05,FALSE,hl,3324.7,response,0.897927679,0.884014411,-1.068611378,-0.925374811,1.097712791,-1.122485674,high,low,ISIC_0011099.JPG,9,ISIC_4208361.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,3141977.4,3141977.2,3138636.688,3138641.2,3138652.5,3141983,5,600,49,,,
break,html.Screen,10_528_1,2024-07-09T00:36:57.348Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3141977.9,3141977.8,,3141977.5,,3141983,5,600,,,,
break_continue,html.Screen,10_528_2,2024-07-09T00:36:57.349Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3141978.2,3141978.1,,3141978,,3141983,5,600,,,,
sequence,flow.Sequence,10_528,2024-07-09T00:36:57.349Z,,,,,,,,,3325.6,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3141978.3,3141978.1,3138636.688,3138641.2,3138652.5,3141983,5,600,,,,
trial,html.Screen,10_529_0,2024-07-09T00:37:02.300Z,,5,0.011231072,-0.046904736,,0.05,FALSE,ll,4946.6,response,-1.091040409,0.884014411,-1.068611378,-1.119702461,1.097712791,-1.122485674,low,low,ISIC_0068184.JPG,9,ISIC_0067097.JPG,33,27,FALSE,0.1,hl,keypress(j),0,FALSE,3146929.8,3146929.6,3141969.034,3141978.4,3141983,3146945.5,5,600,50,,,
break,html.Screen,10_529_1,2024-07-09T00:37:02.301Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3146930.3,3146930.1,,3146929.9,,3146945.5,5,600,,,,
break_continue,html.Screen,10_529_2,2024-07-09T00:37:02.301Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3146930.5,3146930.4,,3146930.4,,3146945.5,5,600,,,,
sequence,flow.Sequence,10_529,2024-07-09T00:37:02.301Z,,,,,,,,,4947.4,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3146930.5,3146930.4,3141969.034,3141978.3,3141983,3146945.5,5,600,,,,
trial,html.Screen,10_530_0,2024-07-09T00:37:07.091Z,,5,-0.007072553,-0.004999514,,0.05,FALSE,lh,4775.4,response,-0.865516731,0.884014411,-1.068611378,0.929858042,1.097712791,-1.122485674,low,high,ISIC_6124481.JPG,9,ISIC_4603706.JPG,33,26,FALSE,0.31,hl,keypress(j),0,FALSE,3151721,3151720.9,3146929.888,3146930.6,3146945.5,3151727.476,5,600,51,,,
break,html.Screen,10_530_1,2024-07-09T00:37:07.092Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3151721.7,3151721.5,,3151721.1,,3151727.476,5,600,,,,
break_continue,html.Screen,10_530_2,2024-07-09T00:37:07.092Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3151722.1,3151722,,3151721.8,,3151727.476,5,600,,,,
sequence,flow.Sequence,10_530,2024-07-09T00:37:07.093Z,,,,,,,,,4776.5,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3151722.2,3151722,3146929.888,3146930.6,3146945.5,3151727.476,5,600,,,,
trial,html.Screen,10_531_0,2024-07-09T00:37:09.120Z,,5,-0.021769889,0.041087092,,0.05,FALSE,lh,2022.124,response,-0.783371001,0.884014411,-1.068611378,0.931558809,1.097712791,-1.122485674,low,high,ISIC_0072173.JPG,10,ISIC_3826102.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,3153749.6,3153749.6,3151727.476,3151722.3,3151727.476,3153756.5,5,600,52,,,
break,html.Screen,10_531_1,2024-07-09T00:37:09.120Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3153750.1,3153750,,3153749.8,,3153756.5,5,600,,,,
break_continue,html.Screen,10_531_2,2024-07-09T00:37:09.121Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3153750.4,3153750.3,,3153750.2,,3153756.5,5,600,,,,
sequence,flow.Sequence,10_531,2024-07-09T00:37:09.121Z,,,,,,,,,2022.824,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3153750.4,3153750.3,3151727.476,3151722.3,3151727.476,3153756.5,5,600,,,,
trial,html.Screen,10_532_0,2024-07-09T00:37:10.738Z,,5,0.013476473,0.003349904,,0.05,TRUE,hh,1610.7,response,0.978645773,0.884014411,-1.068611378,1.118905639,1.097712791,-1.122485674,high,high,ISIC_0009998.JPG,9,ISIC_3926019.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,3155367.4,3155367.2,3153741.462,3153750.4,3153756.5,3155373.102,5,600,53,,,
break,html.Screen,10_532_1,2024-07-09T00:37:10.738Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3155368,3155367.8,,3155367.6,,3155373.102,5,600,,,,
break_continue,html.Screen,10_532_2,2024-07-09T00:37:10.739Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3155368.4,3155368.3,,3155368.1,,3155373.102,5,600,,,,
sequence,flow.Sequence,10_532,2024-07-09T00:37:10.739Z,,,,,,,,,1611.8,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,3155368.4,3155368.3,3153741.462,3153750.4,3153756.5,3155373.102,5,600,,,,
trial,html.Screen,10_533_0,2024-07-09T00:37:15.113Z,,5,-0.011609468,0.025843452,,0.05,FALSE,lh,4369.398,response,-1.016457684,0.884014411,-1.068611378,0.812062654,1.097712791,-1.122485674,low,high,ISIC_9239632.JPG,9,ISIC_6002694.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,3159742.7,3159742.5,3155373.102,3155368.5,3155373.102,3159751.4,5,600,54,,,
break,html.Screen,10_533_1,2024-07-09T00:37:15.114Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3159743.1,3159743,,3159742.7,,3159751.4,5,600,,,,
break_continue,html.Screen,10_533_2,2024-07-09T00:37:15.114Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3159743.5,3159743.5,,3159743.3,,3159751.4,5,600,,,,
sequence,flow.Sequence,10_533,2024-07-09T00:37:15.114Z,,,,,,,,,4370.398,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,3159743.7,3159743.5,3155373.102,3155368.5,3155373.102,3159751.4,5,600,,,,
trial,html.Screen,10_534_0,2024-07-09T00:37:17.303Z,,5,-0.021769889,0.041087092,,0.05,FALSE,hl,2181.1,response,0.897927679,0.884014411,-1.068611378,-0.925374811,1.097712791,-1.122485674,high,low,ISIC_0072173.JPG,9,ISIC_4208361.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,3161932.8,3161932.5,3159737.188,3159743.7,3159751.4,3161949.9,5,600,55,,,
break,html.Screen,10_534_1,2024-07-09T00:37:17.304Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3161933.7,3161933.5,,3161933,,3161949.9,5,600,,,,
break_continue,html.Screen,10_534_2,2024-07-09T00:37:17.304Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3161934.2,3161934.1,,3161933.8,,3161949.9,5,600,,,,
sequence,flow.Sequence,10_534,2024-07-09T00:37:17.305Z,,,,,,,,,2182.7,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3161934.2,3161934.1,3159737.188,3159743.7,3159751.4,3161949.9,5,600,,,,
trial,html.Screen,10_535_0,2024-07-09T00:37:18.965Z,,5,0,0.026454497,,0.05,TRUE,ll,1644,response,-1.110766058,0.884014411,-1.068611378,-1.031281821,1.097712791,-1.122485674,low,low,ISIC_0056991.JPG,9,ISIC_0069620.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,3163594.3,3163593.9,3161933.358,3161934.2,3161949.9,3163598.4,5,600,56,,,
break,html.Screen,10_535_1,2024-07-09T00:37:18.966Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3163595.2,3163595,,3163594.5,,3163598.4,5,600,,,,
break_continue,html.Screen,10_535_2,2024-07-09T00:37:18.966Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3163595.8,3163595.6,,3163595.4,,3163598.4,5,600,,,,
sequence,flow.Sequence,10_535,2024-07-09T00:37:18.966Z,,,,,,,,,1645.7,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3163595.9,3163595.6,3161933.358,3161934.2,3161949.9,3163598.4,5,600,,,,
trial,html.Screen,10_536_0,2024-07-09T00:37:20.647Z,,5,0.018804747,-0.028834693,,0.05,TRUE,ll,1678,response,-1.152619213,0.884014411,-1.068611378,-1.111787684,1.097712791,-1.122485674,low,low,ISIC_0014157.JPG,10,ISIC_0061915.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,3165276.6,3165276.4,3163583.168,3163595.9,3163598.4,3165297.1,5,600,57,,,
break,html.Screen,10_536_1,2024-07-09T00:37:20.647Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3165277.2,3165277,,3165276.7,,3165297.1,5,600,,,,
break_continue,html.Screen,10_536_2,2024-07-09T00:37:20.648Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3165277.5,3165277.3,,3165277.2,,3165297.1,5,600,,,,
sequence,flow.Sequence,10_536,2024-07-09T00:37:20.648Z,,,,,,,,,1678.9,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3165277.6,3165277.3,3163583.168,3163595.9,3163598.4,3165297.1,5,600,,,,
trial,html.Screen,10_537_0,2024-07-09T00:37:28.361Z,,5,-0.011609468,0.025843452,,0.05,TRUE,hl,7693.8,response,0.897927679,0.884014411,-1.068611378,-0.925374811,1.097712791,-1.122485674,high,low,ISIC_9239632.JPG,9,ISIC_4208361.JPG,33,29,FALSE,0.2,hl,keypress(j),0,FALSE,3172991.1,3172990.9,3165280.3,3165277.6,3165297.1,3173007.5,5,600,58,,,
break,html.Screen,10_537_1,2024-07-09T00:37:28.362Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3172991.6,3172991.5,,3172991.2,,3173007.5,5,600,,,,
break_continue,html.Screen,10_537_2,2024-07-09T00:37:28.362Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3172991.9,3172991.8,,3172991.6,,3173007.5,5,600,,,,
sequence,flow.Sequence,10_537,2024-07-09T00:37:28.362Z,,,,,,,,,7694.7,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3172992,3172991.8,3165280.3,3165277.6,3165297.1,3173007.5,5,600,,,,
trial,html.Screen,10_538_0,2024-07-09T00:37:30.666Z,,5,-0.036343708,-0.033333219,,0.05,FALSE,hl,2288.2,response,0.762291438,0.884014411,-1.068611378,-1.263765582,1.097712791,-1.122485674,high,low,ISIC_3314555.JPG,9,ISIC_0032005.JPG,33,29,FALSE,0.2,ll,keypress(f),0,FALSE,3175295.9,3175295.7,3172991.658,3172992.1,3173007.5,3175305.5,5,600,59,,,
break,html.Screen,10_538_1,2024-07-09T00:37:30.667Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3175296.6,3175296.4,,3175296.1,,3175305.5,5,600,,,,
break_continue,html.Screen,10_538_2,2024-07-09T00:37:30.667Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3175296.9,3175296.8,,3175296.7,,3175305.5,5,600,,,,
sequence,flow.Sequence,10_538,2024-07-09T00:37:30.667Z,,,,,,,,,2289.3,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,3175297,3175296.8,3172991.658,3172992.1,3173007.5,3175305.5,5,600,,,,
trial,html.Screen,10_539_0,2024-07-09T00:37:32.280Z,,5,-0.007397293,-0.017471677,,0.05,TRUE,ll,1604.6,response,-1.110766058,0.884014411,-1.068611378,-1.031281821,1.097712791,-1.122485674,low,low,ISIC_0056226.JPG,9,ISIC_0069620.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,3176910.2,3176910.1,3175289,3175297,3175305.5,3176922.102,5,600,60,,,
break,html.Screen,10_539_1,2024-07-09T00:37:32.281Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3176910.8,3176910.6,,3176910.3,,3176922.102,5,600,,,,
break_continue,html.Screen,10_539_2,2024-07-09T00:37:32.281Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3176911,3176911,,3176910.9,,3176922.102,5,600,,,,
sequence,flow.Sequence,10_539,2024-07-09T00:37:32.281Z,,,,,,,,,1605.5,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,3176911.2,3176911,3175289,3175297,3175305.5,3176922.102,5,600,,,,
