sender,sender_type,sender_id,timestamp,meta,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,age,gender
trial,html.Screen,10_152_0,2024-07-09T00:05:47.035Z,,2,-0.021769889,0.041087092,,0.05,FALSE,lh,5098.244,response,-1.026446399,0.884014411,-1.068611378,1.280405483,1.097712791,-1.122485674,low,high,ISIC_0072173.JPG,9,ISIC_7889838.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,1271664.6,1271664.5,1266566.256,1266562.3,1266566.256,1271677.3,5,600,33,,,
break,html.Screen,10_152_1,2024-07-09T00:05:47.036Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1271665.4,1271665.2,,1271664.8,,1271677.3,5,600,,,,
break_continue,html.Screen,10_152_2,2024-07-09T00:05:47.036Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1271665.7,1271665.6,,1271665.5,,1271677.3,5,600,,,,
sequence,flow.Sequence,10_152,2024-07-09T00:05:47.036Z,,,,,,,,,5099.344,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1271665.8,1271665.6,1266566.256,1266562.3,1266566.256,1271677.3,5,600,,,,
trial,html.Screen,10_153_0,2024-07-09T00:05:51.955Z,,2,0.00511897,-0.039662591,,0.05,TRUE,lh,4906.7,response,-0.923557177,0.884014411,-1.068611378,1.000808165,1.097712791,-1.122485674,low,high,ISIC_9742891.JPG,10,ISIC_8796632.JPG,33,26,FALSE,0.31,lh,keypress(e),0,FALSE,1276584.1,1276584,1271662.382,1271665.9,1271677.3,1276589.8,5,600,34,,,
break,html.Screen,10_153_1,2024-07-09T00:05:51.955Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1276584.5,1276584.5,,1276584.2,,1276589.8,5,600,,,,
break_continue,html.Screen,10_153_2,2024-07-09T00:05:51.955Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1276584.7,1276584.7,,1276584.6,,1276589.8,5,600,,,,
sequence,flow.Sequence,10_153,2024-07-09T00:05:51.955Z,,,,,,,,,4907.4,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1276584.8,1276584.7,1271662.382,1271665.8,1271677.3,1276589.8,5,600,,,,
trial,html.Screen,10_154_0,2024-07-09T00:05:55.004Z,,2,0,0.026454497,,0.05,TRUE,hh,3044,response,0.913084438,0.884014411,-1.068611378,1.135180301,1.097712791,-1.122485674,high,high,ISIC_0056991.JPG,9,ISIC_8637134.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,1279634.1,1279633.8,1276573.2,1276584.9,1276589.8,1279639.812,5,600,35,,,
break,html.Screen,10_154_1,2024-07-09T00:05:55.005Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1279634.7,1279634.5,,1279634.2,,1279639.812,5,600,,,,
break_continue,html.Screen,10_154_2,2024-07-09T00:05:55.005Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1279635.1,1279635,,1279634.8,,1279639.812,5,600,,,,
sequence,flow.Sequence,10_154,2024-07-09T00:05:55.006Z,,,,,,,,,3045.2,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1279635.1,1279635,1276573.2,1276584.9,1276589.8,1279639.812,5,600,,,,
trial,html.Screen,10_155_0,2024-07-09T00:05:59.867Z,,2,0.013431314,-0.014059758,,0.05,TRUE,hl,4856.788,response,0.701668376,0.884014411,-1.068611378,-1.043794099,1.097712791,-1.122485674,high,low,ISIC_0069617.JPG,9,ISIC_0033117.JPG,33,29,FALSE,0.2,hl,keypress(j),0,FALSE,1284496.7,1284496.6,1279639.812,1279635.2,1279639.812,1284502.186,5,600,36,,,
break,html.Screen,10_155_1,2024-07-09T00:05:59.868Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1284497.2,1284497.1,,1284496.9,,1284502.186,5,600,,,,
break_continue,html.Screen,10_155_2,2024-07-09T00:05:59.868Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1284497.5,1284497.5,,1284497.3,,1284502.186,5,600,,,,
sequence,flow.Sequence,10_155,2024-07-09T00:05:59.868Z,,,,,,,,,4857.688,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1284497.5,1284497.5,1279639.812,1279635.2,1279639.812,1284502.186,5,600,,,,
trial,html.Screen,10_156_0,2024-07-09T00:06:05.698Z,,2,0.011387353,0.00549992,,0.05,FALSE,lh,5825.514,response,-1.021336533,0.884014411,-1.068611378,1.08852436,1.097712791,-1.122485674,low,high,ISIC_8812621.JPG,9,ISIC_5434229.JPG,33,26,FALSE,0.31,ll,keypress(f),0,FALSE,1290327.8,1290327.7,1284502.186,1284497.6,1284502.186,1290345.1,5,600,37,,,
break,html.Screen,10_156_1,2024-07-09T00:06:05.699Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1290328.4,1290328.2,,1290327.9,,1290345.1,5,600,,,,
break_continue,html.Screen,10_156_2,2024-07-09T00:06:05.699Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1290328.8,1290328.7,,1290328.4,,1290345.1,5,600,,,,
sequence,flow.Sequence,10_156,2024-07-09T00:06:05.699Z,,,,,,,,,5826.514,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1290328.8,1290328.7,1284502.186,1284497.6,1284502.186,1290345.1,5,600,,,,
trial,html.Screen,10_157_0,2024-07-09T00:06:12.311Z,,2,-0.007072553,-0.004999514,,0.05,TRUE,hl,6595.1,response,0.69705657,0.884014411,-1.068611378,-1.18967359,1.097712791,-1.122485674,high,low,ISIC_6124481.JPG,9,ISIC_0032522.JPG,33,29,FALSE,0.2,hl,keypress(j),0,FALSE,1296940.4,1296940.2,1290329.072,1290328.9,1290345.1,1296956.4,5,600,38,,,
break,html.Screen,10_157_1,2024-07-09T00:06:12.311Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1296941,1296940.8,,1296940.5,,1296956.4,5,600,,,,
break_continue,html.Screen,10_157_2,2024-07-09T00:06:12.312Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1296941.4,1296941.2,,1296941,,1296956.4,5,600,,,,
sequence,flow.Sequence,10_157,2024-07-09T00:06:12.312Z,,,,,,,,,6596.1,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1296941.5,1296941.2,1290329.072,1290328.9,1290345.1,1296956.4,5,600,,,,
trial,html.Screen,10_158_0,2024-07-09T00:06:15.144Z,,2,0.034823437,-0.02368663,,0.05,FALSE,lh,2817.3,response,-0.79988559,0.884014411,-1.068611378,1.151857915,1.097712791,-1.122485674,low,high,ISIC_0011099.JPG,9,ISIC_0025061.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,1299773.9,1299773.7,1296941.802,1296941.5,1296956.4,1299787.6,5,600,39,,,
break,html.Screen,10_158_1,2024-07-09T00:06:15.145Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1299774.7,1299774.5,,1299774.1,,1299787.6,5,600,,,,
break_continue,html.Screen,10_158_2,2024-07-09T00:06:15.145Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1299775,1299774.9,,1299774.8,,1299787.6,5,600,,,,
sequence,flow.Sequence,10_158,2024-07-09T00:06:15.145Z,,,,,,,,,2818.5,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1299775.1,1299774.9,1296941.802,1296941.5,1296956.4,1299787.6,5,600,,,,
trial,html.Screen,10_159_0,2024-07-09T00:06:16.928Z,,2,0.036237607,0.047825071,,0.05,TRUE,hh,1770,response,0.968856748,0.884014411,-1.068611378,1.153255258,1.097712791,-1.122485674,high,high,ISIC_6985114.JPG,9,ISIC_5722914.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,1301557.8,1301557.6,1299772.988,1299775.2,1299787.6,1301569.5,5,600,40,,,
break,html.Screen,10_159_1,2024-07-09T00:06:16.929Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1301558.5,1301558.4,,1301558,,1301569.5,5,600,,,,
break_continue,html.Screen,10_159_2,2024-07-09T00:06:16.929Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1301558.8,1301558.7,,1301558.6,,1301569.5,5,600,,,,
sequence,flow.Sequence,10_159,2024-07-09T00:06:16.929Z,,,,,,,,,1771.1,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1301559,1301558.7,1299772.988,1299775.2,1299787.6,1301569.5,5,600,,,,
trial,html.Screen,10_160_0,2024-07-09T00:06:18.749Z,,2,0.011231072,-0.046904736,,0.05,TRUE,hh,1809.1,response,0.913084438,0.884014411,-1.068611378,1.135180301,1.097712791,-1.122485674,high,high,ISIC_0068184.JPG,10,ISIC_8637134.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,1303378.8,1303378.6,1301553.684,1301559.1,1301569.5,1303384.4,5,600,41,,,
break,html.Screen,10_160_1,2024-07-09T00:06:18.750Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1303379.3,1303379.2,,1303378.9,,1303384.4,5,600,,,,
break_continue,html.Screen,10_160_2,2024-07-09T00:06:18.750Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1303379.5,1303379.5,,1303379.4,,1303384.4,5,600,,,,
sequence,flow.Sequence,10_160,2024-07-09T00:06:18.750Z,,,,,,,,,1810,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1303379.6,1303379.5,1301553.684,1301559,1301569.5,1303384.4,5,600,,,,
trial,html.Screen,10_161_0,2024-07-09T00:06:24.836Z,,2,0.015906145,0.029659885,,0.05,FALSE,ll,6081.3,response,-1.091040409,0.884014411,-1.068611378,-1.119702461,1.097712791,-1.122485674,low,low,ISIC_0072564.JPG,9,ISIC_0067097.JPG,33,27,FALSE,0.1,lh,keypress(e),0,FALSE,1309465.8,1309465.7,1303369.428,1303379.6,1303384.4,1309479.4,5,600,42,,,
break,html.Screen,10_161_1,2024-07-09T00:06:24.837Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1309466.6,1309466.3,,1309466,,1309479.4,5,600,,,,
break_continue,html.Screen,10_161_2,2024-07-09T00:06:24.837Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1309467,1309466.9,,1309466.6,,1309479.4,5,600,,,,
sequence,flow.Sequence,10_161,2024-07-09T00:06:24.837Z,,,,,,,,,6082.5,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1309467.1,1309466.9,1303369.428,1303379.6,1303384.4,1309479.4,5,600,,,,
trial,html.Screen,10_162_0,2024-07-09T00:06:27.338Z,,2,4.79192E-05,0.046265294,,0.05,TRUE,ll,2488.4,response,-1.076226061,0.884014411,-1.068611378,-1.082709424,1.097712791,-1.122485674,low,low,ISIC_0011507.JPG,10,ISIC_0058666.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,1311967.9,1311967.8,1309464.832,1309467.2,1309479.4,1311977.4,5,600,43,,,
break,html.Screen,10_162_1,2024-07-09T00:06:27.339Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1311968.4,1311968.3,,1311968.1,,1311977.4,5,600,,,,
break_continue,html.Screen,10_162_2,2024-07-09T00:06:27.339Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1311968.7,1311968.6,,1311968.4,,1311977.4,5,600,,,,
sequence,flow.Sequence,10_162,2024-07-09T00:06:27.339Z,,,,,,,,,2489.2,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1311968.7,1311968.6,1309464.832,1309467.1,1309479.4,1311977.4,5,600,,,,
trial,html.Screen,10_163_0,2024-07-09T00:06:29.092Z,,2,4.79192E-05,0.046265294,,0.05,TRUE,hh,1744.3,response,0.898541369,0.884014411,-1.068611378,1.117735192,1.097712791,-1.122485674,high,high,ISIC_0011507.JPG,8,ISIC_2805573.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,1313721.9,1313721.7,1311960.884,1311968.8,1311977.4,1313726.186,5,600,44,,,
break,html.Screen,10_163_1,2024-07-09T00:06:29.093Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1313722.6,1313722.5,,1313722.1,,1313726.186,5,600,,,,
break_continue,html.Screen,10_163_2,2024-07-09T00:06:29.093Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1313723.1,1313723,,1313722.8,,1313726.186,5,600,,,,
sequence,flow.Sequence,10_163,2024-07-09T00:06:29.093Z,,,,,,,,,1745.6,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1313723.2,1313723,1311960.884,1311968.8,1311977.4,1313726.186,5,600,,,,
trial,html.Screen,10_164_0,2024-07-09T00:06:37.185Z,,2,0.036237607,0.047825071,,0.05,TRUE,lh,8088.614,response,-0.79988559,0.884014411,-1.068611378,1.151857915,1.097712791,-1.122485674,low,high,ISIC_6985114.JPG,8,ISIC_0025061.JPG,33,26,FALSE,0.31,lh,keypress(e),0,FALSE,1321815,1321814.8,1313726.186,1313723.4,1313726.186,1321819.2,5,600,45,,,
break,html.Screen,10_164_1,2024-07-09T00:06:37.186Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1321815.7,1321815.5,,1321815.2,,1321819.2,5,600,,,,
break_continue,html.Screen,10_164_2,2024-07-09T00:06:37.186Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1321816.1,1321816,,1321815.9,,1321819.2,5,600,,,,
sequence,flow.Sequence,10_164,2024-07-09T00:06:37.186Z,,,,,,,,,8089.814,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1321816.3,1321816,1313726.186,1313723.3,1313726.186,1321819.2,5,600,,,,
trial,html.Screen,10_165_0,2024-07-09T00:06:45.864Z,,2,-0.03972838,0.022870113,,0.05,TRUE,hh,8674.6,response,0.832375356,0.884014411,-1.068611378,1.03550933,1.097712791,-1.122485674,high,high,ISIC_0054073.JPG,9,ISIC_0046729.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,1330493.9,1330493.8,1321804.44,1321816.3,1321819.2,1330512.9,5,600,46,,,
break,html.Screen,10_165_1,2024-07-09T00:06:45.865Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1330494.3,1330494.2,,1330494,,1330512.9,5,600,,,,
break_continue,html.Screen,10_165_2,2024-07-09T00:06:45.865Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1330494.6,1330494.5,,1330494.3,,1330512.9,5,600,,,,
sequence,flow.Sequence,10_165,2024-07-09T00:06:45.865Z,,,,,,,,,8675.3,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1330494.6,1330494.5,1321804.44,1321816.3,1321819.2,1330512.9,5,600,,,,
trial,html.Screen,10_166_0,2024-07-09T00:06:52.133Z,,2,-0.038998803,-0.014321227,,0.05,FALSE,lh,6249.8,response,-0.783371001,0.884014411,-1.068611378,0.931558809,1.097712791,-1.122485674,low,high,ISIC_0064669.JPG,9,ISIC_3826102.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,1336762.9,1336762.7,1330500.762,1330494.6,1330512.9,1336773.3,5,600,47,,,
break,html.Screen,10_166_1,2024-07-09T00:06:52.134Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1336763.6,1336763.4,,1336763,,1336773.3,5,600,,,,
break_continue,html.Screen,10_166_2,2024-07-09T00:06:52.134Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1336763.9,1336763.8,,1336763.6,,1336773.3,5,600,,,,
sequence,flow.Sequence,10_166,2024-07-09T00:06:52.134Z,,,,,,,,,6250.9,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1336764,1336763.8,1330500.762,1330494.6,1330512.9,1336773.3,5,600,,,,
trial,html.Screen,10_167_0,2024-07-09T00:07:00.225Z,,2,-0.036343708,-0.033333219,,0.05,FALSE,hl,8081,response,0.726500392,0.884014411,-1.068611378,-1.301639434,1.097712791,-1.122485674,high,low,ISIC_3314555.JPG,8,ISIC_0027684.JPG,33,29,FALSE,0.2,lh,keypress(e),0,FALSE,1344854.5,1344854.3,1336760.802,1336764,1336773.3,1344867,5,600,48,,,
break,html.Screen,10_167_1,2024-07-09T00:07:00.225Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1344855.1,1344855,,1344854.5,,1344867,5,600,,,,
break_continue,html.Screen,10_167_2,2024-07-09T00:07:00.226Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1344855.4,1344855.3,,1344855.2,,1344867,5,600,,,,
sequence,flow.Sequence,10_167,2024-07-09T00:07:00.226Z,,,,,,,,,8082,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1344855.6,1344855.3,1336760.802,1336764,1336773.3,1344867,5,600,,,,
trial,html.Screen,10_168_0,2024-07-09T00:07:02.147Z,,2,-0.021769889,0.041087092,,0.05,TRUE,hh,1909.5,response,0.858690976,0.884014411,-1.068611378,1.089350844,1.097712791,-1.122485674,high,high,ISIC_0072173.JPG,9,ISIC_0003111.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,1346776.6,1346776.5,1344853.626,1344855.6,1344867,1346782.032,5,600,49,,,
break,html.Screen,10_168_1,2024-07-09T00:07:02.147Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1346777,1346776.9,,1346776.7,,1346782.032,5,600,,,,
break_continue,html.Screen,10_168_2,2024-07-09T00:07:02.147Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1346777.1,1346777,,1346777,,1346782.032,5,600,,,,
sequence,flow.Sequence,10_168,2024-07-09T00:07:02.147Z,,,,,,,,,1910,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1346777.1,1346777,1344853.626,1344855.6,1344867,1346782.032,5,600,,,,
trial,html.Screen,10_169_0,2024-07-09T00:07:08.203Z,,2,0.024537615,-0.043699343,,0.05,TRUE,hl,6050.468,response,0.730604709,0.884014411,-1.068611378,-0.972554831,1.097712791,-1.122485674,high,low,ISIC_0056444.JPG,9,ISIC_0065469.JPG,33,29,FALSE,0.2,hl,keypress(j),0,FALSE,1352832.7,1352832.5,1346782.032,1346777.2,1346782.032,1352843.6,5,600,50,,,
break,html.Screen,10_169_1,2024-07-09T00:07:08.204Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1352833.5,1352833.2,,1352832.9,,1352843.6,5,600,,,,
break_continue,html.Screen,10_169_2,2024-07-09T00:07:08.204Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1352833.9,1352833.8,,1352833.6,,1352843.6,5,600,,,,
sequence,flow.Sequence,10_169,2024-07-09T00:07:08.204Z,,,,,,,,,6051.768,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1352834.1,1352833.8,1346782.032,1346777.2,1346782.032,1352843.6,5,600,,,,
trial,html.Screen,10_170_0,2024-07-09T00:07:10.895Z,,2,0.011231072,-0.046904736,,0.05,FALSE,hl,2681.4,response,0.857945126,0.884014411,-1.068611378,-0.963317297,1.097712791,-1.122485674,high,low,ISIC_0068184.JPG,9,ISIC_0067172.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,1355525.1,1355525,1352831.79,1352834.1,1352843.6,1355541.5,5,600,51,,,
break,html.Screen,10_170_1,2024-07-09T00:07:10.896Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1355525.9,1355525.6,,1355525.3,,1355541.5,5,600,,,,
break_continue,html.Screen,10_170_2,2024-07-09T00:07:10.896Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1355526.3,1355526.1,,1355525.9,,1355541.5,5,600,,,,
sequence,flow.Sequence,10_170,2024-07-09T00:07:10.897Z,,,,,,,,,2682.5,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1355526.4,1355526.1,1352831.79,1352834.1,1352843.6,1355541.5,5,600,,,,
trial,html.Screen,10_171_0,2024-07-09T00:07:12.574Z,,2,-0.008552098,0.046469116,,0.05,TRUE,ll,1662.5,response,-1.076226061,0.884014411,-1.068611378,-1.082709424,1.097712791,-1.122485674,low,low,ISIC_0758797.JPG,10,ISIC_0058666.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,1357204.2,1357204,1355525.306,1355526.4,1355541.5,1357206.916,5,600,52,,,
break,html.Screen,10_171_1,2024-07-09T00:07:12.575Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1357204.8,1357204.7,,1357204.3,,1357206.916,5,600,,,,
break_continue,html.Screen,10_171_2,2024-07-09T00:07:12.575Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1357205.1,1357205,,1357204.8,,1357206.916,5,600,,,,
sequence,flow.Sequence,10_171,2024-07-09T00:07:12.575Z,,,,,,,,,1663.5,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1357205.2,1357205,1355525.306,1355526.4,1355541.5,1357206.916,5,600,,,,
trial,html.Screen,10_172_0,2024-07-09T00:07:14.400Z,,2,-0.036343708,-0.033333219,,0.05,TRUE,hh,1822.584,response,0.867177232,0.884014411,-1.068611378,1.021252938,1.097712791,-1.122485674,high,high,ISIC_3314555.JPG,9,ISIC_0004352.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,1359029.7,1359029.5,1357206.916,1357205.3,1357206.916,1359040.176,5,600,53,,,
break,html.Screen,10_172_1,2024-07-09T00:07:14.401Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1359030.3,1359030.2,,1359029.8,,1359040.176,5,600,,,,
break_continue,html.Screen,10_172_2,2024-07-09T00:07:14.401Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1359030.7,1359030.6,,1359030.4,,1359040.176,5,600,,,,
sequence,flow.Sequence,10_172,2024-07-09T00:07:14.401Z,,,,,,,,,1823.684,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1359030.8,1359030.6,1357206.916,1357205.2,1357206.916,1359040.176,5,600,,,,
trial,html.Screen,10_173_0,2024-07-09T00:07:16.894Z,,2,-0.038998803,-0.014321227,,0.05,FALSE,lh,2483.224,response,-0.787116214,0.884014411,-1.068611378,0.84293298,1.097712791,-1.122485674,low,high,ISIC_0064669.JPG,10,ISIC_3439215.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,1361523.6,1361523.4,1359040.176,1359030.8,1359040.176,1361536.4,5,600,54,,,
break,html.Screen,10_173_1,2024-07-09T00:07:16.894Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1361524.3,1361524.1,,1361523.8,,1361536.4,5,600,,,,
break_continue,html.Screen,10_173_2,2024-07-09T00:07:16.895Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1361524.6,1361524.4,,1361524.4,,1361536.4,5,600,,,,
sequence,flow.Sequence,10_173,2024-07-09T00:07:16.895Z,,,,,,,,,2484.224,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1361524.6,1361524.4,1359040.176,1359030.8,1359040.176,1361536.4,5,600,,,,
trial,html.Screen,10_174_0,2024-07-09T00:07:23.930Z,,2,-0.006955534,0.031010092,,0.05,TRUE,lh,7023.6,response,-0.991146183,0.884014411,-1.068611378,0.994963982,1.097712791,-1.122485674,low,high,ISIC_0011177.JPG,9,ISIC_6342224.JPG,33,26,FALSE,0.31,lh,keypress(e),0,FALSE,1368560.2,1368560,1361523.41,1361524.6,1361536.4,1368565.112,5,600,55,,,
break,html.Screen,10_174_1,2024-07-09T00:07:23.931Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1368560.8,1368560.6,,1368560.3,,1368565.112,5,600,,,,
break_continue,html.Screen,10_174_2,2024-07-09T00:07:23.931Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1368561.2,1368561,,1368560.8,,1368565.112,5,600,,,,
sequence,flow.Sequence,10_174,2024-07-09T00:07:23.931Z,,,,,,,,,7024.6,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1368561.3,1368561,1361523.41,1361524.6,1361536.4,1368565.112,5,600,,,,
trial,html.Screen,10_175_0,2024-07-09T00:07:29.932Z,,2,-0.008552098,0.046469116,,0.05,FALSE,hl,5996.588,response,0.969611853,0.884014411,-1.068611378,-0.924414828,1.097712791,-1.122485674,high,low,ISIC_0758797.JPG,9,ISIC_7927525.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,1374561.9,1374561.7,1368565.112,1368561.3,1368565.112,1374575.5,5,600,56,,,
break,html.Screen,10_175_1,2024-07-09T00:07:29.933Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1374562.8,1374562.5,,1374562.1,,1374575.5,5,600,,,,
break_continue,html.Screen,10_175_2,2024-07-09T00:07:29.933Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1374563,1374563,,1374562.9,,1374575.5,5,600,,,,
sequence,flow.Sequence,10_175,2024-07-09T00:07:29.933Z,,,,,,,,,5997.888,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1374563.1,1374563,1368565.112,1368561.3,1368565.112,1374575.5,5,600,,,,
trial,html.Screen,10_176_0,2024-07-09T00:07:33.480Z,,2,0.040933869,-0.007246271,,0.05,FALSE,hl,3534.6,response,0.686602522,0.884014411,-1.068611378,-0.997876493,1.097712791,-1.122485674,high,low,ISIC_3608788.JPG,10,ISIC_0009100.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,1378110.2,1378110.1,1374561.578,1374563.2,1374575.5,1378122.7,5,600,57,,,
break,html.Screen,10_176_1,2024-07-09T00:07:33.481Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1378110.8,1378110.7,,1378110.4,,1378122.7,5,600,,,,
break_continue,html.Screen,10_176_2,2024-07-09T00:07:33.481Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1378111.1,1378111,,1378111,,1378122.7,5,600,,,,
sequence,flow.Sequence,10_176,2024-07-09T00:07:33.481Z,,,,,,,,,3535.5,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1378111.2,1378111,1374561.578,1374563.2,1374575.5,1378122.7,5,600,,,,
